_dataset,_kind,_index,_payload,g,response_x,response_y,need_reference,service
Figure/data/concept_curves.csv,row,11,,0.03678929765886287,0.10031556016706428,0.0024508420633970363,0.03678929765886287,0.0013534524222324133
Figure/data/concept_curves.csv,row,12,,0.04013377926421405,0.1088980286915363,0.00282921825039194,0.04013377926421405,0.0016107202380286575
Figure/data/concept_curves.csv,row,13,,0.043478260869565216,0.11739481604910501,0.003228671991493286,0.043478260869565216,0.0018903591682419658
Figure/data/concept_curves.csv,row,14,,0.046822742474916385,0.1258067776186558,0.0036486201630481214,0.046822742474916385,0.002192369212872339
Figure/data/concept_curves.csv,row,15,,0.05016722408026756,0.13413476023958948,0.004088537376962754,0.05016722408026756,0.0025167503719197774
Figure/data/concept_curves.csv,row,16,,0.05351170568561873,0.1423796022970737,0.004547946700214213,0.05351170568561873,0.00286350264538428
Figure/data/concept_curves.csv,row,17,,0.056856187290969896,0.15054213380644388,0.005026412366568262,0.056856187290969896,0.003232626033265847
Figure/data/concept_curves.csv,row,18,,0.06020066889632107,0.15862317649676247,0.005523533958209232,0.06020066889632107,0.0036241205355644793
Figure/data/concept_curves.csv,row,19,,0.06354515050167224,0.16662354389354178,0.006038941693934708,0.06354515050167224,0.004037986152280176
Figure/data/concept_curves.csv,row,20,,0.06688963210702341,0.1745440414006434,0.0065722925651579885,0.06688963210702341,0.0044742228834129365
Figure/data/concept_curves.csv,row,21,,0.07023411371237458,0.18238546638135836,0.007123267131622424,0.07023411371237458,0.004932830728962763
Figure/data/concept_curves.csv,row,22,,0.07357859531772575,0.19014860823867868,0.007691566837591098,0.07357859531772575,0.005413809688929653
Figure/data/concept_curves.csv,row,23,,0.07692307692307693,0.1978342484947668,0.00827691174376147,0.07692307692307693,0.00591715976331361
Figure/data/concept_curves.csv,row,24,,0.0802675585284281,0.20544316086963235,0.008879038594947132,0.0802675585284281,0.00644288095211463
Figure/data/concept_curves.csv,row,25,,0.08361204013377926,0.21297611135902353,0.00949769916168904,0.08361204013377926,0.006990973255332714
Figure/data/concept_curves.csv,row,26,,0.08695652173913043,0.22043385831153997,0.01013265880740106,0.08695652173913043,0.007561436672967863
Figure/data/concept_curves.csv,row,27,,0.0903010033444816,0.2278171525049767,0.010783695242763255,0.0903010033444816,0.008154271205020077
Figure/data/concept_curves.csv,row,28,,0.09364548494983277,0.23512673722190547,0.011450597436772025,0.09364548494983277,0.008769476851489356
Figure/data/concept_curves.csv,row,29,,0.09698996655518395,0.24236334832450193,0.012133164659782097,0.09698996655518395,0.0094070536123757
Figure/data/concept_curves.csv,row,30,,0.10033444816053512,0.24952771432862475,0.01283120563848588,0.10033444816053512,0.01006700148767911
Figure/data/concept_curves.csv,row,31,,0.10367892976588629,0.25662055647715687,0.013544537806397586,0.10367892976588629,0.010749320477399581
Figure/data/concept_curves.csv,row,32,,0.10702341137123746,0.26364258881261315,0.014272986636280292,0.10702341137123746,0.01145401058153712
Figure/data/concept_curves.csv,row,33,,0.11036789297658862,0.27059451824902353,0.015016385043248223,0.11036789297658862,0.01218107180009172
Figure/data/concept_curves.csv,row,34,,0.11371237458193979,0.277477044643099,0.015774572849124126,0.11371237458193979,0.012930504133063387
Figure/data/concept_curves.csv,row,35,,0.11705685618729096,0.2842908608646868,0.01654739630013017,0.11705685618729096,0.013702307580452119
Figure/data/concept_curves.csv,row,36,,0.12040133779264214,0.2910366528665217,0.017334707631214634,0.12040133779264214,0.014496482142257917
Figure/data/concept_curves.csv,row,37,,0.12374581939799331,0.2977150997532819,0.01813636467132226,0.12374581939799331,0.015313027818480778
Figure/data/concept_curves.csv,row,38,,0.12709030100334448,0.3043268738499553,0.018952230484747354,0.12709030100334448,0.016151944609120703
Figure/data/concept_curves.csv,row,39,,0.13043478260869565,0.31087264076952237,0.01978217304439988,0.13043478260869565,0.017013232514177693
Figure/data/concept_curves.csv,row,40,,0.13377926421404682,0.3173530594799643,0.020626064933392006,0.13377926421404682,0.017896891533651746
Figure/data/concept_curves.csv,row,41,,0.13712374581939799,0.3237687823706023,0.021483783071837594,0.13712374581939799,0.018802921667542865
Figure/data/concept_curves.csv,row,42,,0.14046822742474915,0.3301204553177735,0.022355208466166215,0.14046822742474915,0.01973132291585105
Figure/data/concept_curves.csv,row,43,,0.14381270903010032,0.33640871774985204,0.02324022597859988,0.14381270903010032,0.0206820952785763
Figure/data/concept_curves.csv,row,44,,0.1471571906354515,0.34263420271162137,0.0241387241147359,0.1471571906354515,0.021655238755718613
Figure/data/concept_curves.csv,row,45,,0.1505016722408027,0.3487975369280029,0.025050594827431296,0.1505016722408027,0.022650753347277997
Figure/data/concept_curves.csv,row,46,,0.15384615384615385,0.354899340867149,0.025975733335400458,0.15384615384615385,0.02366863905325444
Figure/data/concept_curves.csv,row,47,,0.15719063545150502,0.36094022880290616,0.02691403795512413,0.15719063545150502,0.024708895873647947
Figure/data/concept_curves.csv,row,48,,0.1605351170568562,0.3669208088766546,0.027865409944828116,0.1605351170568562,0.02577152380845852
Figure/data/concept_curves.csv,row,49,,0.16387959866220736,0.3728416831585302,0.028829753359430166,0.16387959866220736,0.026856522857686155
Figure/data/concept_curves.csv,row,50,,0.16722408026755853,0.3787034477080354,0.029806974915474082,0.16722408026755853,0.027963893021330857
Figure/data/concept_curves.csv,row,51,,0.1705685618729097,0.384506692634045,0.030796983865176156,0.1705685618729097,0.029093634299392622
Figure/data/concept_curves.csv,row,52,,0.17391304347826086,0.3902520021542132,0.03179969187880131,0.17391304347826086,0.030245746691871453
Figure/data/concept_curves.csv,row,53,,0.17725752508361203,0.3959399546537869,0.03281501293466741,0.17725752508361203,0.03142023019876735
Figure/data/concept_curves.csv,row,54,,0.1806020066889632,0.4015711227438328,0.033842863216147566,0.1806020066889632,0.03261708482008031
Figure/data/concept_curves.csv,row,55,,0.18394648829431437,0.40714607331888175,0.03488316101510296,0.18394648829431437,0.03383631055581034
Figure/data/concept_curves.csv,row,56,,0.18729096989966554,0.4126653676139995,0.03593582664123449,0.18729096989966554,0.035077907405957426
Figure/data/concept_curves.csv,row,57,,0.1906354515050167,0.4181295612612862,0.037000782336890456,0.1906354515050167,0.036341875370521574
Figure/data/concept_curves.csv,row,58,,0.1939799331103679,0.42353920434581227,0.038077952196911485,0.1939799331103679,0.0376282144495028
Figure/data/concept_curves.csv,row,59,,0.19732441471571907,0.42889484146099616,0.03916726209313252,0.19732441471571907,0.03893692464290109
Figure/data/concept_curves.csv,row,60,,0.20066889632107024,0.4341970117634289,0.040268639603196585,0.20066889632107024,0.04026800595071644
Figure/data/concept_curves.csv,row,61,,0.2040133779264214,0.43944624902715174,0.04138201394336589,0.2040133779264214,0.04162145837294885
Figure/data/concept_curves.csv,row,62,,0.20735785953177258,0.4446430816973912,0.04250731590504354,0.20735785953177258,0.042997281909598326
Figure/data/concept_curves.csv,row,63,,0.21070234113712374,0.4497880329437584,0.043644477794744056,0.21070234113712374,0.04439547656066487
Figure/data/concept_curves.csv,row,64,,0.2140468227424749,0.4548816207129172,0.0447934333772734,0.2140468227424749,0.04581604232614848
Figure/data/concept_curves.csv,row,65,,0.21739130434782608,0.45992435778072566,0.04595411782189899,0.21739130434782608,0.04725897920604915
Figure/data/concept_curves.csv,row,66,,0.22073578595317725,0.4649167518038583,0.047126467651308665,0.22073578595317725,0.04872428720036688
Figure/data/concept_curves.csv,row,67,,0.22408026755852842,0.4698593053709119,0.04831042069317379,0.22408026755852842,0.050211966309101685
Figure/data/concept_curves.csv,row,68,,0.22742474916387959,0.47475251605300184,0.049505916034146516,0.22742474916387959,0.05172201653225355
Figure/data/concept_curves.csv,row,69,,0.23076923076923075,0.47959687645385274,0.050712893976134786,0.23076923076923075,0.05325443786982248
Figure/data/concept_curves.csv,row,70,,0.23411371237458192,0.48439287425938954,0.05193129599471063,0.23411371237458192,0.054809230321808476
Figure/data/concept_curves.csv,row,71,,0.23745819397993312,0.48914099228683294,0.05316106469951873,0.23745819397993312,0.056386393888211546
Figure/data/concept_curves.csv,row,72,,0.2408026755852843,0.4938417085333055,0.05440214379656182,0.2408026755852843,0.05798592856903167
Figure/data/concept_curves.csv,row,73,,0.24414715719063546,0.4984954962239518,0.055654478052249344,0.24414715719063546,0.05960783436426886
Figure/data/concept_curves.csv,row,74,,0.24749163879598662,0.5031028238595778,0.05691801325910349,0.24749163879598662,0.06125211127392311
Figure/data/concept_curves.csv,row,75,,0.2508361204013378,0.5076641552638166,0.05819269620302492,0.2508361204013378,0.06291875929799443
Figure/data/concept_curves.csv,row,76,,0.25418060200668896,0.5121799496298204,0.059478474632027205,0.25418060200668896,0.06460777843648281
Figure/data/concept_curves.csv,row,77,,0.25752508361204013,0.5166506615664892,0.06077529722635561,0.25752508361204013,0.06631916868938825
Figure/data/concept_curves.csv,row,78,,0.2608695652173913,0.5210767411442359,0.0620831135699116,0.2608695652173913,0.06805293005671077
Figure/data/concept_curves.csv,row,79,,0.26421404682274247,0.5254586339402952,0.06340187412291003,0.26421404682274247,0.06980906253845034
Figure/data/concept_curves.csv,row,80,,0.26755852842809363,0.529796781083581,0.06473153019570067,0.26755852842809363,0.07158756613460698
Figure/data/concept_curves.csv,row,81,,0.2709030100334448,0.5340916192990944,0.06607203392369074,0.2709030100334448,0.07338844084518069
Figure/data/concept_curves.csv,row,82,,0.27424749163879597,0.5383435809518895,0.06742333824330873,0.27424749163879597,0.07521168667017146
Figure/data/concept_curves.csv,row,83,,0.27759197324414714,0.5425530940906004,0.06878539686895452,0.27759197324414714,0.0770573036095793
Figure/data/concept_curves.csv,row,84,,0.2809364548494983,0.5467205824905322,0.0701581642708833,0.2809364548494983,0.0789252916634042
Figure/data/concept_curves.csv,row,85,,0.2842809364548495,0.550846465696324,0.07154159565397536,0.2842809364548495,0.08081565083164617
Figure/data/concept_curves.csv,row,86,,0.28762541806020064,0.5549311590641837,0.07293564693734568,0.28762541806020064,0.0827283811143052
Figure/data/concept_curves.csv,row,87,,0.2909698996655518,0.5589750738037031,0.07434027473475104,0.2909698996655518,0.08466348251138128
Figure/data/concept_curves.csv,row,88,,0.294314381270903,0.5629786170192548,0.07575543633575443,0.294314381270903,0.08662095502287445
Figure/data/concept_curves.csv,row,89,,0.29765886287625415,0.5669421917509747,0.07718108968760944,0.29765886287625415,0.08860079864878467
Figure/data/concept_curves.csv,row,90,,0.3010033444816054,0.5708661970153376,0.07861719337782876,0.3010033444816054,0.09060301338911199
Figure/data/concept_curves.csv,row,91,,0.30434782608695654,0.5747510278453256,0.08006370661740424,0.30434782608695654,0.09262759924385634
Figure/data/concept_curves.csv,row,92,,0.3076923076923077,0.5785970753301972,0.0815205892246469,0.3076923076923077,0.09467455621301776
Figure/data/concept_curves.csv,row,93,,0.3110367892976589,0.582404726654858,0.0829878016096175,0.3110367892976589,0.09674388429659625
Figure/data/concept_curves.csv,row,94,,0.31438127090301005,0.5861743651388392,0.0844653047591199,0.31438127090301005,0.09883558349459179
Figure/data/concept_curves.csv,row,95,,0.3177257525083612,0.5899063702748868,0.0859530602222313,0.3177257525083612,0.10094965380700441
Figure/data/concept_curves.csv,row,96,,0.3210702341137124,0.5936011177671651,0.08745103009634446,0.3210702341137124,0.10308609523383408
Figure/data/concept_curves.csv,row,97,,0.32441471571906355,0.5972589795690794,0.0889591770136986,0.32441471571906355,0.10524490777508082
Figure/data/concept_curves.csv,row,98,,0.3277591973244147,0.6008803239207211,0.09047746412837733,0.3277591973244147,0.10742609143074462
Figure/data/concept_curves.csv,row,99,,0.3311036789297659,0.6044655153859382,0.09200585510375228,0.3311036789297659,0.10962964620082549
Figure/data/concept_curves.csv,row,100,,0.33444816053511706,0.6080149148890367,0.09354431410035323,0.33444816053511706,0.11185557208532343
Figure/data/concept_curves.csv,row,101,,0.3377926421404682,0.6115288797511151,0.09509280576414596,0.3377926421404682,0.11410386908423843
Figure/data/concept_curves.csv,row,102,,0.3411371237458194,0.6150077637260359,0.09665129521520008,0.3411371237458194,0.11637453719757049
Figure/data/concept_curves.csv,row,103,,0.34448160535117056,0.6184519170360386,0.09821974803673042,0.34448160535117056,0.11866757642531962
Figure/data/concept_curves.csv,row,104,,0.34782608695652173,0.6218616864069972,0.09979813026449581,0.34782608695652173,0.12098298676748581
Figure/data/concept_curves.csv,row,105,,0.3511705685618729,0.6252374151033243,0.10138640837654074,0.3511705685618729,0.12332076822406908
Figure/data/concept_curves.csv,row,106,,0.35451505016722407,0.6285794429625293,0.10298454928326495,0.35451505016722407,0.1256809207950694
Figure/data/concept_curves.csv,row,107,,0.35785953177257523,0.6318881064294287,0.10459252031780825,0.35785953177257523,0.1280634444804868
Figure/data/concept_curves.csv,row,108,,0.3612040133779264,0.6351637385900172,0.10621028922673706,0.3612040133779264,0.13046833928032123
Figure/data/concept_curves.csv,row,109,,0.36454849498327757,0.6384066692049997,0.10783782416102083,0.36454849498327757,0.13289560519457275
Figure/data/concept_curves.csv,row,110,,0.36789297658862874,0.6416172247429883,0.10947509366728664,0.36789297658862874,0.13534524222324135
Figure/data/concept_curves.csv,row,111,,0.3712374581939799,0.644795728413368,0.11112206667934095,0.3712374581939799,0.13781725036632697
Figure/data/concept_curves.csv,row,112,,0.3745819397993311,0.6479425001988351,0.11277871250994795,0.3745819397993311,0.1403116296238297
Figure/data/concept_curves.csv,row,113,,0.37792642140468224,0.6510578568876096,0.11444500084285462,0.37792642140468224,0.14282837999574946
Figure/data/concept_curves.csv,row,114,,0.3812709030100334,0.6541421121053269,0.11612090172505292,0.3812709030100334,0.1453675014820863
Figure/data/concept_curves.csv,row,115,,0.3846153846153846,0.6571955763466101,0.11780638555926995,0.3846153846153846,0.14792899408284022
Figure/data/concept_curves.csv,row,116,,0.3879598662207358,0.660218557006329,0.1195014230966776,0.3879598662207358,0.1505128577980112
Figure/data/concept_curves.csv,row,117,,0.391304347826087,0.6632113584105442,0.12120598542981324,0.391304347826087,0.15311909262759926
Figure/data/concept_curves.csv,row,118,,0.39464882943143814,0.6661742818471453,0.1229200439857039,0.39464882943143814,0.15574769857160436
Figure/data/concept_curves.csv,row,119,,0.3979933110367893,0.6691076255961812,0.12464357051918593,0.3979933110367893,0.15839867563002652
Figure/data/concept_curves.csv,row,120,,0.4013377926421405,0.6720116849598877,0.12637653710641344,0.4013377926421405,0.16107202380286575
Figure/data/concept_curves.csv,row,121,,0.40468227424749165,0.6748867522924172,0.1281189161385484,0.40468227424749165,0.16376774309012204
Figure/data/concept_curves.csv,row,122,,0.4080267558528428,0.6777331170292685,0.12987068031562596,0.4080267558528428,0.1664858334917954
Figure/data/concept_curves.csv,row,123,,0.411371237458194,0.6805510657164263,0.13163180264058855,0.411371237458194,0.16922629500788583
Figure/data/concept_curves.csv,row,124,,0.41471571906354515,0.6833408820392064,0.13340225641348316,0.41471571906354515,0.1719891276383933
Figure/data/concept_curves.csv,row,125,,0.4180602006688963,0.6861028468508158,0.1351820152258155,0.4180602006688963,0.17477433138331785
Figure/data/concept_curves.csv,row,126,,0.4214046822742475,0.6888372382006257,0.13697105295505613,0.4214046822742475,0.1775819062426595
Figure/data/concept_curves.csv,row,127,,0.42474916387959866,0.6915443313621634,0.13876934375929295,0.42474916387959866,0.18041185221641814
Figure/data/concept_curves.csv,row,128,,0.4280936454849498,0.6942243988608238,0.14057686207202502,0.4280936454849498,0.1832641693045939
Figure/data/concept_curves.csv,row,129,,0.431438127090301,0.6968777105013053,0.14239358259709317,0.431438127090301,0.1861388575071867
Figure/data/concept_curves.csv,row,130,,0.43478260869565216,0.6995045333947713,0.14421948030374246,0.43478260869565216,0.1890359168241966
Figure/data/concept_curves.csv,row,131,,0.43812709030100333,0.7021051319857396,0.14605453042181227,0.43812709030100333,0.19195534725562352
Figure/data/concept_curves.csv,row,132,,0.4414715719063545,0.7046797680787058,0.14789870843704966,0.4414715719063545,0.19489714880146752
Figure/data/concept_curves.csv,row,133,,0.44481605351170567,0.7072287008644979,0.14975199008654205,0.44481605351170567,0.1978613214617286
Figure/data/concept_curves.csv,row,134,,0.44816053511705684,0.7097521869463699,0.1516143513542651,0.44816053511705684,0.20084786523640674
Figure/data/concept_curves.csv,row,135,,0.451505016722408,0.7122504803658344,0.1534857684667423,0.451505016722408,0.20385678012550193
Figure/data/concept_curves.csv,row,136,,0.45484949832775917,0.7147238326282374,0.15536621788881252,0.45484949832775917,0.2068880661290142
Figure/data/concept_curves.csv,row,137,,0.45819397993311034,0.7171724927280761,0.15725567631950185,0.45819397993311034,0.20994172324694352
Figure/data/concept_curves.csv,row,138,,0.4615384615384615,0.7195967071740679,0.15915412068799709,0.4615384615384615,0.21301775147928992
Figure/data/concept_curves.csv,row,139,,0.4648829431438127,0.721996720013964,0.1610615281497166,0.4648829431438127,0.21611615082605337
Figure/data/concept_curves.csv,row,140,,0.46822742474916385,0.7243727728591199,0.16297787608247674,0.46822742474916385,0.2192369212872339
Figure/data/concept_curves.csv,row,141,,0.47157190635451507,0.7267251049088175,0.16490314208274973,0.47157190635451507,0.22238006286283152
Figure/data/concept_curves.csv,row,142,,0.47491638795986624,0.7290539529743456,0.1668373039620108,0.47491638795986624,0.22554557555284618
Figure/data/concept_curves.csv,row,143,,0.4782608695652174,0.7313595515028406,0.16878033974317194,0.4782608695652174,0.2287334593572779
Figure/data/concept_curves.csv,row,144,,0.4816053511705686,0.7336421326008878,0.17073222765709906,0.4816053511705686,0.23194371427612667
Figure/data/concept_curves.csv,row,145,,0.48494983277591974,0.7359019260578883,0.1726929461392105,0.48494983277591974,0.23517634030939252
Figure/data/concept_curves.csv,row,146,,0.4882943143812709,0.7381391593691911,0.17466247382615424,0.4882943143812709,0.23843133745707543
Figure/data/concept_curves.csv,row,147,,0.4916387959866221,0.7403540577589967,0.17664078955256185,0.4916387959866221,0.2417087057191754
Figure/data/concept_curves.csv,row,148,,0.49498327759197325,0.7425468442030292,0.17862787234787605,0.49498327759197325,0.24500844509569245
Figure/data/concept_curves.csv,row,149,,0.4983277591973244,0.7447177394509847,0.18062370143325054,0.4983277591973244,0.24833055558662656
Figure/data/concept_curves.csv,row,150,,0.5016722408026756,0.7468669620487534,0.1826282562185199,0.5016722408026756,0.2516750371919777
Figure/data/concept_curves.csv,row,151,,0.5050167224080268,0.7489947283604214,0.18464151629923675,0.5050167224080268,0.2550418899117459
Figure/data/concept_curves.csv,row,152,,0.5083612040133779,0.7511012525900519,0.18666346145377533,0.5083612040133779,0.25843111374593125
Figure/data/concept_curves.csv,row,153,,0.5117056856187291,0.7531867468032495,0.18869407164049873,0.5117056856187291,0.26184270869453363
Figure/data/concept_curves.csv,row,154,,0.5150501672240803,0.7552514209485086,0.1907333269949884,0.5150501672240803,0.265276674757553
Figure/data/concept_curves.csv,row,155,,0.5183946488294314,0.7572954828783505,0.19278120782733416,0.5183946488294314,0.26873301193498955
Figure/data/concept_curves.csv,row,156,,0.5217391304347826,0.7593191383702457,0.19483769461948244,0.5217391304347826,0.2722117202268431
Figure/data/concept_curves.csv,row,157,,0.5250836120401338,0.761322591147332,0.19690276802264245,0.5250836120401338,0.2757127996331137
Figure/data/concept_curves.csv,row,158,,0.5284280936454849,0.7633060428989225,0.19897640885474682,0.5284280936454849,0.2792362501538014
Figure/data/concept_curves.csv,row,159,,0.5317725752508361,0.7652696933008094,0.20105859809796695,0.5317725752508361,0.28278207178890613
Figure/data/concept_curves.csv,row,160,,0.5351170568561873,0.7672137400353664,0.2031493168962804,0.5351170568561873,0.28635026453842793
Figure/data/concept_curves.csv,row,161,,0.5384615384615384,0.7691383788114488,0.2052485465530895,0.5384615384615384,0.28994082840236685
Figure/data/concept_curves.csv,row,162,,0.5418060200668896,0.7710438033840963,0.2073562685288896,0.5418060200668896,0.29355376338072275
Figure/data/concept_curves.csv,row,163,,0.5451505016722408,0.7729302055740384,0.20947246443898565,0.5451505016722408,0.29718906947349577
Figure/data/concept_curves.csv,row,164,,0.5484949832775919,0.7747977752870044,0.2115971160512555,0.5484949832775919,0.30084674668068584
Figure/data/concept_curves.csv,row,165,,0.5518394648829431,0.7766467005328428,0.21373020528395958,0.5518394648829431,0.304526795002293
Figure/data/concept_curves.csv,row,166,,0.5551839464882943,0.7784771674444467,0.21587171420359463,0.5551839464882943,0.3082292144383172
Figure/data/concept_curves.csv,row,167,,0.5585284280936454,0.7802893602964935,0.21802162502279093,0.5585284280936454,0.31195400498875847
Figure/data/concept_curves.csv,row,168,,0.5618729096989966,0.7820834615239948,0.22017992009825207,0.5618729096989966,0.3157011666536168
Figure/data/concept_curves.csv,row,169,,0.5652173913043478,0.7838596517406633,0.2223465819287355,0.5652173913043478,0.3194706994328922
Figure/data/concept_curves.csv,row,170,,0.568561872909699,0.7856181097570943,0.22452159315307346,0.568561872909699,0.3232626033265847
Figure/data/concept_curves.csv,row,171,,0.5719063545150501,0.7873590125987678,0.2267049365482328,0.5719063545150501,0.3270768783346942
Figure/data/concept_curves.csv,row,172,,0.5752508361204013,0.789082535523869,0.22889659502741308,0.5752508361204013,0.3309135244572208
Figure/data/concept_curves.csv,row,173,,0.5785953177257525,0.7907888520409321,0.23109655163818166,0.5785953177257525,0.3347725416941644
Figure/data/concept_curves.csv,row,174,,0.5819397993311036,0.792478133926307,0.23330478956064496,0.5819397993311036,0.33865393004552513
Figure/data/concept_curves.csv,row,175,,0.5852842809364548,0.7941505512414532,0.23552129210565503,0.5852842809364548,0.34255768951130294
Figure/data/concept_curves.csv,row,176,,0.588628762541806,0.7958062723500587,0.2377460427130505,0.588628762541806,0.3464838200914978
Figure/data/concept_curves.csv,row,177,,0.5919732441471571,0.797445463934991,0.23997902494993112,0.5919732441471571,0.3504323217861097
Figure/data/concept_curves.csv,row,178,,0.5953177257525083,0.7990682910150755,0.24222022250896505,0.5953177257525083,0.3544031945951387
Figure/data/concept_curves.csv,row,179,,0.5986622073578595,0.8006749169617089,0.24446961920672775,0.5986622073578595,0.3583964385185847
Figure/data/concept_curves.csv,row,180,,0.6020066889632107,0.8022655035153061,0.24672719898207274,0.6020066889632107,0.36241205355644796
Figure/data/concept_curves.csv,row,181,,0.6053511705685619,0.8038402108015825,0.24899294589453155,0.6053511705685619,0.36645003970872814
Figure/data/concept_curves.csv,row,182,,0.6086956521739131,0.8053991973476738,0.25126684412274486,0.6086956521739131,0.37051039697542537
Figure/data/concept_curves.csv,row,183,,0.6120401337792643,0.8069426200980956,0.2535488779629212,0.6120401337792643,0.37459312535653966
Figure/data/concept_curves.csv,row,184,,0.6153846153846154,0.8084706344305423,0.25583903182732465,0.6153846153846154,0.37869822485207105
Figure/data/concept_curves.csv,row,185,,0.6187290969899666,0.8099833941715303,0.2581372902427901,0.6187290969899666,0.3828256954620195
Figure/data/concept_curves.csv,row,186,,0.6220735785953178,0.8114810516118828,0.26044363784926505,0.6220735785953178,0.386975537186385
Figure/data/concept_curves.csv,row,187,,0.6254180602006689,0.8129637575220612,0.262758059398378,0.6254180602006689,0.39114775002516755
Figure/data/concept_curves.csv,row,188,,0.6287625418060201,0.8144316611673438,0.26508053975203283,0.6287625418060201,0.39534233397836716
Figure/data/concept_curves.csv,row,189,,0.6321070234113713,0.8158849103228523,0.2674110638810274,0.6321070234113713,0.39955928904598387
Figure/data/concept_curves.csv,row,190,,0.6354515050167224,0.8173236512884279,0.26974961686369775,0.6354515050167224,0.40379861522801763
Figure/data/concept_curves.csv,row,191,,0.6387959866220736,0.8187480289033602,0.27209618388458523,0.6387959866220736,0.40806031252446845
Figure/data/concept_curves.csv,row,192,,0.6421404682274248,0.8201581865609678,0.27445075023312804,0.6421404682274248,0.4123443809353363
Figure/data/concept_curves.csv,row,193,,0.6454849498327759,0.8215542662230341,0.2768133013023746,0.6454849498327759,0.41665082046062124
Figure/data/concept_curves.csv,row,194,,0.6488294314381271,0.8229364084340983,0.27918382258772034,0.6488294314381271,0.42097963110032327
Figure/data/concept_curves.csv,row,195,,0.6521739130434783,0.8243047523356049,0.2815622996856653,0.6521739130434783,0.42533081285444235
Figure/data/concept_curves.csv,row,196,,0.6555183946488294,0.8256594356799102,0.2839487182925942,0.6555183946488294,0.4297043657229785
Figure/data/concept_curves.csv,row,197,,0.6588628762541806,0.8270005948441508,0.2863430642035763,0.6588628762541806,0.43410028970593173
Figure/data/concept_curves.csv,row,198,,0.6622073578595318,0.8283283648439723,0.2887453233111865,0.6622073578595318,0.43851858480330197
Figure/data/concept_curves.csv,row,199,,0.6655518394648829,0.8296428793471218,0.2911554816043463,0.6655518394648829,0.4429592510150893
Figure/data/concept_curves.csv,row,200,,0.6688963210702341,0.830944270686904,0.29357352516718377,0.6688963210702341,0.4474222883412937
Figure/data/concept_curves.csv,row,201,,0.6722408026755853,0.8322326698755037,0.29599944017791324,0.6722408026755853,0.45190769678191517
Figure/data/concept_curves.csv,row,202,,0.6755852842809364,0.8335082066171741,0.2984332129077335,0.6755852842809364,0.45641547633695373
Figure/data/concept_curves.csv,row,203,,0.6789297658862876,0.8347710093212956,0.3008748297197445,0.6789297658862876,0.4609456270064093
Figure/data/concept_curves.csv,row,204,,0.6822742474916388,0.8360212051153013,0.3033242770678812,0.6822742474916388,0.46549814879028195
Figure/data/concept_curves.csv,row,205,,0.68561872909699,0.8372589198574767,0.3057815414958658,0.68561872909699,0.4700730416885717
